positive_pairs.pickle,negative_pairs.pickle
"('Vegetation', 'Skin')","('Stage', 'Arm')"
"('Vegetation', 'Worker')","('Stage', 'Pottery')"
"('Vegetation', 'Hand')","('Stage', 'Ear')"
"('Vegetation', 'Flooring')","('Stage', 'Pc')"
"('Vegetation', 'Dress')","('Stage', 'Symbol')"
"('Vegetation', 'Sunglasses')","('Stage', 'Book')"
"('Vegetation', 'Path')","('Party', 'Face')"
"('Vegetation', 'Shorts')","('Party', 'Coat')"
"('Vegetation', 'Street')","('Party', 'Room')"
"('Vegetation', 'Floor')","('Party', 'Photography')"
"('Vegetation', 'Arm')","('Party', 'Photo')"
"('Vegetation', 'Hug')","('Party', 'Head')"
"('Vegetation', 'Ear')","('Party', 'Suit')"
"('Vegetation', 'Stage')","('Party', 'Building')"
"('Vegetation', 'Pc')","('Party', 'Portrait')"
"('Vegetation', 'Banister')","('Party', 'Outdoors')"
"('Vegetation', 'Book')","('Party', 'Transportation')"
"('Path', 'Coat')","('Party', 'Vehicle')"
"('Path', 'Furniture')","('Party', 'Electronics')"
"('Path', 'Female')","('Party', 'Table')"
"('Path', 'Overcoat')","('Party', 'Tie')"
"('Path', 'People')","('Party', 'Sitting')"
"('Path', 'Accessory')","('Party', 'Lamp')"
"('Path', 'Accessories')","('Party', 'Door')"
"('Path', 'Portrait')","('Party', 'Screen')"
"('Path', 'Outdoors')","('Party', 'Child')"
"('Path', 'Plant')","('Party', 'Kid')"
"('Path', 'Transportation')","('Party', 'Art')"
"('Path', 'Vehicle')","('Party', 'Cushion')"
"('Path', 'Electronics')","('Party', 'Shirt')"
"('Path', 'Table')","('Party', 'Housing')"
"('Path', 'Nature')","('Party', 'Animal')"
"('Path', 'Girl')","('Party', 'Road')"
"('Path', 'Court')","('Party', 'Alcohol')"
"('Path', 'Food')","('Party', 'City')"
"('Path', 'Audience')","('Party', 'Town')"
"('Path', 'Lamp')","('Party', 'Plywood')"
"('Path', 'Chair')","('Party', 'Glasses')"
"('Path', 'Child')","('Party', 'Machine')"
"('Path', 'Kid')","('Party', 'Worker')"
"('Path', 'Hat')","('Party', 'Computer')"
"('Path', 'Shirt')","('Party', 'Desk')"
"('Path', 'Animal')","('Party', 'Window')"
"('Path', 'Pants')","('Party', 'Pillow')"
"('Path', 'Road')","('Party', 'Vegetation')"
"('Path', 'Tree')","('Party', 'Street')"
"('Path', 'Couch')","('Party', 'Wheel')"
"('Path', 'Glasses')","('Party', 'Mammal')"
"('Path', 'Skin')","('Party', 'Floor')"
"('Path', 'Sport')","('Party', 'Cafe')"
"('Path', 'Sports')","('Party', 'Ear')"
"('Path', 'Machine')","('Party', 'Pc')"
"('Path', 'Smile')","('Party', 'Symbol')"
"('Path', 'Hand')","('Party', 'Helmet')"
"('Path', 'Club')","('Party', 'Pianist')"
"('Path', 'Grass')","('Pc', 'Person')"
"('Path', 'Military')","('Pc', 'Human')"
"('Path', 'Bed')","('Pc', 'Clothing')"
"('Path', 'Dress')","('Pc', 'Apparel')"
"('Path', 'Desk')","('Pc', 'Face')"
"('Path', 'Speech')","('Pc', 'Female')"
"('Path', 'Pillow')","('Pc', 'Photography')"
"('Path', 'Street')","('Pc', 'Photo')"
"('Path', 'Shop')","('Pc', 'Head')"
"('Path', 'Shoe')","('Pc', 'Accessory')"
"('Path', 'Wheel')","('Pc', 'Accessories')"
"('Path', 'Floor')","('Pc', 'Suit')"
"('Path', 'Prison')","('Pc', 'Woman')"
"('Path', 'Clinic')","('Pc', 'Building')"
"('Path', 'Hug')","('Pc', 'Portrait')"
"('Path', 'Jewelry')","('Pc', 'Plant')"
"('Path', 'Wine')","('Pc', 'Nature')"
"('Path', 'Lecture')","('Pc', 'Fashion')"
"('Path', 'Symbol')","('Pc', 'Tie')"
"('Path', 'Helmet')","('Pc', 'Dating')"
"('Shorts', 'Clothing')","('Pc', 'Food')"
"('Shorts', 'Apparel')","('Pc', 'Audience')"
"('Shorts', 'Furniture')","('Pc', 'Robe')"
"('Shorts', 'Accessory')","('Pc', 'Gown')"
"('Shorts', 'Accessories')","('Pc', 'Animal')"
"('Shorts', 'Woman')","('Pc', 'Lighting')"
"('Shorts', 'Outdoors')","('Pc', 'Road')"
"('Shorts', 'Transportation')","('Pc', 'Blazer')"
"('Shorts', 'Vehicle')","('Pc', 'Smile')"
"('Shorts', 'Fashion')","('Pc', 'Tuxedo')"
"('Shorts', 'Sitting')","('Pc', 'Theater')"
"('Shorts', 'Robe')","('Pc', 'Path')"
"('Shorts', 'Lamp')","('Pc', 'Street')"
"('Shorts', 'Restaurant')","('Pc', 'Arm')"
"('Shorts', 'Car')","('Pc', 'Pottery')"
"('Shorts', 'Automobile')","('Pc', 'Prison')"
"('Shorts', 'Hat')","('Pc', 'Painting')"
"('Shorts', 'Drink')","('Pc', 'Closet')"
"('Shorts', 'Beverage')","('Lecture', 'Face')"
"('Shorts', 'Teen')","('Lecture', 'Photography')"
"('Shorts', 'Cushion')","('Lecture', 'Photo')"
"('Shorts', 'Shirt')","('Lecture', 'Pub')"
"('Shorts', 'Musician')","('Lecture', 'Portrait')"
"('Shorts', 'Housing')","('Lecture', 'Outdoors')"
"('Shorts', 'Text')","('Lecture', 'Transportation')"
"('Shorts', 'Lighting')","('Lecture', 'Vehicle')"
"('Shorts', 'Machine')","('Lecture', 'Jacket')"
"('Shorts', 'Blossom')","('Lecture', 'Fashion')"
"('Shorts', 'Flower')","('Lecture', 'Dating')"
"('Shorts', 'Speech')","('Lecture', 'Food')"
"('Shorts', 'Window')","('Lecture', 'Lamp')"
"('Shorts', 'Sunglasses')","('Lecture', 'Restaurant')"
"('Shorts', 'Street')","('Lecture', 'Child')"
"('Shorts', 'Shop')","('Lecture', 'Kid')"
"('Shorts', 'Wheel')","('Lecture', 'Drink')"
"('Shorts', 'Arm')","('Lecture', 'Beverage')"
"('Shorts', 'Pottery')","('Lecture', 'Cushion')"
"('Shorts', 'Hug')","('Lecture', 'Architecture')"
"('Shorts', 'Jewelry')","('Lecture', 'Housing')"
"('Shorts', 'Pianist')","('Lecture', 'Animal')"
"('Shorts', 'Book')","('Lecture', 'Dungeon')"
"('Street', 'Clothing')","('Lecture', 'Tree')"
"('Street', 'Apparel')","('Lecture', 'Machine')"
"('Street', 'Coat')","('Lecture', 'Vigil')"
"('Street', 'Room')","('Lecture', 'Jaw')"
"('Street', 'Furniture')","('Lecture', 'Bed')"
"('Street', 'Overcoat')","('Lecture', 'Window')"
"('Street', 'People')","('Lecture', 'Theater')"
"('Street', 'Photography')","('Lecture', 'Piano')"
"('Street', 'Photo')","('Lecture', 'Vegetation')"
"('Street', 'Pub')","('Lecture', 'Street')"
"('Street', 'Portrait')","('Lecture', 'Floor')"
"('Street', 'Outdoors')","('Lecture', 'Arm')"
"('Street', 'Transportation')","('Lecture', 'Cafe')"
"('Street', 'Nature')","('Lecture', 'Prison')"
"('Street', 'Court')","('Lecture', 'Stage')"
"('Street', 'Sitting')","('Lecture', 'Party')"
"('Street', 'Audience')","('Lecture', 'Pc')"
"('Street', 'Chair')","('Lecture', 'Symbol')"
"('Street', 'Door')","('Lecture', 'Pianist')"
"('Street', 'Child')","('Closet', 'Overcoat')"
"('Street', 'Kid')","('Closet', 'People')"
"('Street', 'Hat')","('Closet', 'Crowd')"
"('Street', 'Sleeve')","('Closet', 'Photography')"
"('Street', 'Art')","('Closet', 'Photo')"
"('Street', 'Musician')","('Closet', 'Head')"
"('Street', 'Animal')","('Closet', 'Accessory')"
"('Street', 'Pants')","('Closet', 'Accessories')"
"('Street', 'Lighting')","('Closet', 'Suit')"
"('Street', 'Machine')","('Closet', 'Building')"
"('Street', 'Worker')","('Closet', 'Portrait')"
"('Street', 'Bed')","('Closet', 'Outdoors')"
"('Street', 'Computer')","('Closet', 'Nature')"
"('Street', 'Footwear')","('Closet', 'Tie')"
"('Street', 'Theater')","('Closet', 'Performer')"
"('Street', 'Pillow')","('Closet', 'Dating')"
"('Street', 'Path')","('Closet', 'Chair')"
"('Street', 'Shoe')","('Closet', 'Art')"
"('Street', 'Mammal')","('Closet', 'Shirt')"
"('Street', 'Arm')","('Closet', 'Animal')"
"('Street', 'Cafe')","('Closet', 'Alcohol')"
"('Street', 'Clinic')","('Closet', 'Tree')"
"('Street', 'Hug')","('Closet', 'Crypt')"
"('Street', 'Wine')","('Closet', 'Sport')"
"('Street', 'Painting')","('Closet', 'Sports')"
"('Street', 'Stage')","('Closet', 'Water')"
"('Street', 'Lecture')","('Closet', 'Smile')"
"('Street', 'Banister')","('Closet', 'Worker')"
"('Street', 'Helmet')","('Closet', 'Jaw')"
"('Shop', 'Person')","('Closet', 'Hand')"
"('Shop', 'Human')","('Closet', 'Tuxedo')"
"('Shop', 'Clothing')","('Closet', 'Meal')"
"('Shop', 'Apparel')","('Closet', 'Desk')"
"('Shop', 'Coat')","('Closet', 'Theater')"
"('Shop', 'Room')","('Closet', 'Sunglasses')"
"('Shop', 'Furniture')","('Closet', 'Pillow')"
"('Shop', 'People')","('Closet', 'Vegetation')"
"('Shop', 'Crowd')","('Closet', 'Arm')"
"('Shop', 'Hair')","('Closet', 'Pottery')"
"('Shop', 'Accessory')","('Closet', 'Lecture')"
"('Shop', 'Accessories')","('Closet', 'Helmet')"
"('Shop', 'Suit')","('Banister', 'Person')"
"('Shop', 'Woman')","('Banister', 'Human')"
"('Shop', 'Finger')","('Banister', 'Face')"
"('Shop', 'Table')","('Banister', 'Room')"
"('Shop', 'Fashion')","('Banister', 'People')"
"('Shop', 'Sitting')","('Banister', 'Crowd')"
"('Shop', 'Restaurant')","('Banister', 'Photography')"
"('Shop', 'Screen')","('Banister', 'Photo')"
"('Shop', 'Car')","('Banister', 'Accessory')"
"('Shop', 'Automobile')","('Banister', 'Accessories')"
"('Shop', 'Child')","('Banister', 'Suit')"
"('Shop', 'Kid')","('Banister', 'Woman')"
"('Shop', 'Hat')","('Banister', 'Building')"
"('Shop', 'Teen')","('Banister', 'Portrait')"
"('Shop', 'Art')","('Banister', 'Transportation')"
"('Shop', 'Monitor')","('Banister', 'Vehicle')"
"('Shop', 'Display')","('Banister', 'Electronics')"
"('Shop', 'Cushion')","('Banister', 'Nature')"
"('Shop', 'Architecture')","('Banister', 'Tie')"
"('Shop', 'Glass')","('Banister', 'Performer')"
"('Shop', 'Text')","('Banister', 'Court')"
"('Shop', 'Lighting')","('Banister', 'Door')"
"('Shop', 'Road')","('Banister', 'Screen')"
"('Shop', 'Couch')","('Banister', 'Drink')"
"('Shop', 'City')","('Banister', 'Beverage')"
"('Shop', 'Town')","('Banister', 'Art')"
"('Shop', 'Light')","('Banister', 'Musician')"
"('Shop', 'Glasses')","('Banister', 'Housing')"
"('Shop', 'Blonde')","('Banister', 'Lighting')"
"('Shop', 'Machine')","('Banister', 'Blazer')"
"('Shop', 'Blossom')","('Banister', 'Crypt')"
"('Shop', 'Flower')","('Banister', 'Skin')"
"('Shop', 'Vigil')","('Banister', 'Blonde')"
"('Shop', 'Worker')","('Banister', 'Worker')"
"('Shop', 'Meal')","('Banister', 'Jaw')"
"('Shop', 'Desk')","('Banister', 'Club')"
"('Shop', 'Piano')","('Banister', 'Grass')"
"('Shop', 'Path')","('Banister', 'Military')"
"('Shop', 'Shorts')","('Banister', 'Bed')"
"('Shop', 'Wheel')","('Banister', 'Dress')"
"('Shop', 'Floor')","('Banister', 'Window')"
"('Shop', 'Pottery')","('Banister', 'Theater')"
"('Shop', 'Prison')","('Banister', 'Path')"
"('Shop', 'Jewelry')","('Banister', 'Mammal')"
"('Shop', 'Stage')","('Banister', 'Clinic')"
"('Shop', 'Party')","('Banister', 'Jewelry')"
"('Shop', 'Lecture')","('Banister', 'Wine')"
"('Shop', 'Banister')","('Banister', 'Stage')"
"('Shop', 'Symbol')","('Banister', 'Party')"
"('Shop', 'Pianist')","('Banister', 'Lecture')"
"('Shoe', 'Furniture')","('Banister', 'Book')"
"('Shoe', 'People')","('Symbol', 'Person')"
"('Shoe', 'Woman')","('Symbol', 'Human')"
"('Shoe', 'Plant')","('Symbol', 'Clothing')"
"('Shoe', 'Transportation')","('Symbol', 'Apparel')"
"('Shoe', 'Table')","('Symbol', 'Coat')"
"('Shoe', 'Fashion')","('Symbol', 'Room')"
"('Shoe', 'Robe')","('Symbol', 'Furniture')"
"('Shoe', 'Lamp')","('Symbol', 'Female')"
"('Shoe', 'Restaurant')","('Symbol', 'Overcoat')"
"('Shoe', 'Door')","('Symbol', 'Suit')"
"('Shoe', 'Screen')","('Symbol', 'Pub')"
"('Shoe', 'Drink')","('Symbol', 'Woman')"
"('Shoe', 'Beverage')","('Symbol', 'Portrait')"
"('Shoe', 'Monitor')","('Symbol', 'Electronics')"
"('Shoe', 'Display')","('Symbol', 'Table')"
"('Shoe', 'Shirt')","('Symbol', 'Jacket')"
"('Shoe', 'Glass')","('Symbol', 'Fashion')"
"('Shoe', 'Road')","('Symbol', 'Girl')"
"('Shoe', 'City')","('Symbol', 'Dating')"
"('Shoe', 'Town')","('Symbol', 'Food')"
"('Shoe', 'Glasses')","('Symbol', 'Robe')"
"('Shoe', 'Blonde')","('Symbol', 'Lamp')"
"('Shoe', 'Machine')","('Symbol', 'Gown')"
"('Shoe', 'Grass')","('Symbol', 'Restaurant')"
"('Shoe', 'Bed')","('Symbol', 'Screen')"
"('Shoe', 'Desk')","('Symbol', 'Car')"
"('Shoe', 'Speech')","('Symbol', 'Automobile')"
"('Shoe', 'Window')","('Symbol', 'Child')"
"('Shoe', 'Sunglasses')","('Symbol', 'Kid')"
"('Shoe', 'Driving')","('Symbol', 'Monitor')"
"('Shoe', 'Pottery')","('Symbol', 'Display')"
"('Shoe', 'Symbol')","('Symbol', 'Cushion')"
"('Wheel', 'Clothing')","('Symbol', 'Musician')"
"('Wheel', 'Apparel')","('Symbol', 'Glass')"
"('Wheel', 'Coat')","('Symbol', 'Pedestrian')"
"('Wheel', 'Furniture')","('Symbol', 'Housing')"
"('Wheel', 'Accessory')","('Symbol', 'Pants')"
"('Wheel', 'Accessories')","('Symbol', 'Lighting')"
"('Wheel', 'Building')","('Symbol', 'Couch')"
"('Wheel', 'Portrait')","('Symbol', 'City')"
"('Wheel', 'Outdoors')","('Symbol', 'Town')"
"('Wheel', 'Nature')","('Symbol', 'Crypt')"
"('Wheel', 'Sitting')","('Symbol', 'Light')"
"('Wheel', 'Food')","('Symbol', 'Shelf')"
"('Wheel', 'Chair')","('Symbol', 'Sport')"
"('Wheel', 'Restaurant')","('Symbol', 'Sports')"
"('Wheel', 'Screen')","('Symbol', 'Blossom')"
"('Wheel', 'Child')","('Symbol', 'Flower')"
"('Wheel', 'Kid')","('Symbol', 'Smile')"
"('Wheel', 'Drink')","('Symbol', 'Worker')"
"('Wheel', 'Beverage')","('Symbol', 'Jaw')"
"('Wheel', 'Sleeve')","('Symbol', 'Tuxedo')"
"('Wheel', 'Teen')","('Symbol', 'Meal')"
"('Wheel', 'Monitor')","('Symbol', 'Footwear')"
"('Wheel', 'Display')","('Symbol', 'Window')"
"('Wheel', 'Cushion')","('Symbol', 'Piano')"
"('Wheel', 'Glass')","('Symbol', 'Shorts')"
"('Wheel', 'Pedestrian')","('Symbol', 'Shoe')"
"('Wheel', 'Lighting')","('Symbol', 'Wheel')"
"('Wheel', 'Road')","('Symbol', 'Floor')"
"('Wheel', 'Alcohol')","('Symbol', 'Arm')"
"('Wheel', 'Tree')","('Symbol', 'Prison')"
"('Wheel', 'Couch')","('Symbol', 'Clinic')"
"('Wheel', 'City')","('Symbol', 'Hug')"
"('Wheel', 'Town')","('Symbol', 'Ear')"
"('Wheel', 'Plywood')","('Symbol', 'Stage')"
"('Wheel', 'Skin')","('Symbol', 'Closet')"
"('Wheel', 'Shelf')","('Symbol', 'Pianist')"
"('Wheel', 'Sport')","('Symbol', 'Book')"
"('Wheel', 'Sports')","('School', 'Face')"
"('Wheel', 'Hand')","('School', 'Coat')"
"('Wheel', 'Club')","('School', 'Man')"
"('Wheel', 'Computer')","('School', 'Overcoat')"
"('Wheel', 'Piano')","('School', 'Photography')"
"('Wheel', 'Vegetation')","('School', 'Photo')"
"('Wheel', 'Shorts')","('School', 'Head')"
"('Wheel', 'Shop')","('School', 'Suit')"
"('Wheel', 'Cafe')","('School', 'Pub')"
"('Wheel', 'Prison')","('School', 'Building')"
"('Wheel', 'Hug')","('School', 'Portrait')"
"('Wheel', 'Lecture')","('School', 'Outdoors')"
"('Wheel', 'Closet')","('School', 'Electronics')"
"('Wheel', 'Banister')","('School', 'Table')"
"('Wheel', 'Symbol')","('School', 'Fashion')"
"('Wheel', 'School')","('School', 'Dating')"
"('Wheel', 'Pianist')","('School', 'Court')"
"('Wheel', 'Book')","('School', 'Robe')"
"('Driving', 'Room')","('School', 'Lamp')"
"('Driving', 'Photography')","('School', 'Restaurant')"
"('Driving', 'Photo')","('School', 'Door')"
"('Driving', 'Head')","('School', 'Drink')"
"('Driving', 'Accessory')","('School', 'Beverage')"
"('Driving', 'Accessories')","('School', 'Cushion')"
"('Driving', 'Portrait')","('School', 'Architecture')"
"('Driving', 'Outdoors')","('School', 'Glass')"
"('Driving', 'Table')","('School', 'Animal')"
"('Driving', 'Jacket')","('School', 'Lighting')"
"('Driving', 'Nature')","('School', 'Road')"
"('Driving', 'Dating')","('School', 'Tree')"
"('Driving', 'Sitting')","('School', 'City')"
"('Driving', 'Food')","('School', 'Town')"
"('Driving', 'Restaurant')","('School', 'Machine')"
"('Driving', 'Door')","('School', 'Water')"
"('Driving', 'Screen')","('School', 'Military')"
"('Driving', 'Child')","('School', 'Meal')"
"('Driving', 'Kid')","('School', 'Bed')"
"('Driving', 'Drink')","('School', 'Window')"
"('Driving', 'Beverage')","('School', 'Sunglasses')"
"('Driving', 'Sleeve')","('School', 'Piano')"
"('Driving', 'Musician')","('School', 'Street')"
"('Driving', 'Text')","('School', 'Dance')"
"('Driving', 'Alcohol')","('School', 'Hug')"
"('Driving', 'Blazer')","('School', 'Ear')"
"('Driving', 'Plywood')","('School', 'Symbol')"
"('Driving', 'Sport')","('Helmet', 'Face')"
"('Driving', 'Sports')","('Helmet', 'Coat')"
"('Driving', 'Blossom')","('Helmet', 'Room')"
"('Driving', 'Flower')","('Helmet', 'Furniture')"
"('Driving', 'Worker')","('Helmet', 'Man')"
"('Driving', 'Hand')","('Helmet', 'Female')"
"('Driving', 'Grass')","('Helmet', 'Overcoat')"
"('Driving', 'Meal')","('Helmet', 'Hair')"
"('Driving', 'Speech')","('Helmet', 'Head')"
"('Driving', 'Window')","('Helmet', 'Suit')"
"('Driving', 'Sunglasses')","('Helmet', 'Pub')"
"('Driving', 'Vegetation')","('Helmet', 'Woman')"
"('Driving', 'Floor')","('Helmet', 'Portrait')"
"('Driving', 'Arm')","('Helmet', 'Plant')"
"('Driving', 'Dance')","('Helmet', 'Jacket')"
"('Driving', 'Pottery')","('Helmet', 'Fashion')"
"('Driving', 'Lecture')","('Helmet', 'Girl')"
"('Driving', 'Helmet')","('Helmet', 'Performer')"
"('Driving', 'Pianist')","('Helmet', 'Court')"
"('Driving', 'Book')","('Helmet', 'Robe')"
"('Mammal', 'Face')","('Helmet', 'Lamp')"
"('Mammal', 'Photography')","('Helmet', 'Chair')"
"('Mammal', 'Photo')","('Helmet', 'Gown')"
"('Mammal', 'Building')","('Helmet', 'Car')"
"('Mammal', 'Plant')","('Helmet', 'Automobile')"
"('Mammal', 'Fashion')","('Helmet', 'Drink')"
"('Mammal', 'Tie')","('Helmet', 'Beverage')"
"('Mammal', 'Performer')","('Helmet', 'Art')"
"('Mammal', 'Court')","('Helmet', 'Pedestrian')"
"('Mammal', 'Robe')","('Helmet', 'Animal')"
"('Mammal', 'Chair')","('Helmet', 'Lighting')"
"('Mammal', 'Child')","('Helmet', 'Blazer')"
"('Mammal', 'Kid')","('Helmet', 'City')"
"('Mammal', 'Teen')","('Helmet', 'Town')"
"('Mammal', 'Glass')","('Helmet', 'Skin')"
"('Mammal', 'Housing')","('Helmet', 'Vigil')"
"('Mammal', 'Alcohol')","('Helmet', 'Jaw')"
"('Mammal', 'Blonde')","('Helmet', 'Hand')"
"('Mammal', 'Water')","('Helmet', 'Club')"
"('Mammal', 'Worker')","('Helmet', 'Meal')"
"('Mammal', 'Grass')","('Helmet', 'Computer')"
"('Mammal', 'Meal')","('Helmet', 'Desk')"
"('Mammal', 'Bed')","('Helmet', 'Speech')"
"('Mammal', 'Dress')","('Helmet', 'Theater')"
"('Mammal', 'Cafeteria')","('Helmet', 'Sunglasses')"
"('Mammal', 'Window')","('Helmet', 'Pillow')"
"('Mammal', 'Pillow')","('Helmet', 'Vegetation')"
"('Mammal', 'Path')","('Helmet', 'Cafe')"
"('Mammal', 'Shorts')","('Helmet', 'Hug')"
"('Mammal', 'Cafe')","('Helmet', 'Ear')"
"('Mammal', 'Jewelry')","('Helmet', 'Closet')"
"('Mammal', 'Pc')","('Pianist', 'Face')"
"('Mammal', 'Lecture')","('Pianist', 'Man')"
"('Mammal', 'Symbol')","('Pianist', 'Female')"
"('Floor', 'Person')","('Pianist', 'People')"
"('Floor', 'Human')","('Pianist', 'Photography')"
"('Floor', 'Coat')","('Pianist', 'Photo')"
"('Floor', 'Room')","('Pianist', 'Head')"
"('Floor', 'Furniture')","('Pianist', 'Woman')"
"('Floor', 'Female')","('Pianist', 'Building')"
"('Floor', 'Woman')","('Pianist', 'Portrait')"
"('Floor', 'Plant')","('Pianist', 'Outdoors')"
"('Floor', 'Electronics')","('Pianist', 'Plant')"
"('Floor', 'Table')","('Pianist', 'Transportation')"
"('Floor', 'Fashion')","('Pianist', 'Vehicle')"
"('Floor', 'Sitting')","('Pianist', 'Table')"
"('Floor', 'Food')","('Pianist', 'Nature')"
"('Floor', 'Audience')","('Pianist', 'Tie')"
"('Floor', 'Robe')","('Pianist', 'Girl')"
"('Floor', 'Lamp')","('Pianist', 'Dating')"
"('Floor', 'Chair')","('Pianist', 'Food')"
"('Floor', 'Gown')","('Pianist', 'Chair')"
"('Floor', 'Restaurant')","('Pianist', 'Gown')"
"('Floor', 'Door')","('Pianist', 'Child')"
"('Floor', 'Car')","('Pianist', 'Kid')"
"('Floor', 'Automobile')","('Pianist', 'Sleeve')"
"('Floor', 'Child')","('Pianist', 'Teen')"
"('Floor', 'Kid')","('Pianist', 'Cushion')"
"('Floor', 'Drink')","('Pianist', 'Architecture')"
"('Floor', 'Beverage')","('Pianist', 'Shirt')"
"('Floor', 'Teen')","('Pianist', 'Glass')"
"('Floor', 'Art')","('Pianist', 'Pedestrian')"
"('Floor', 'Monitor')","('Pianist', 'Housing')"
"('Floor', 'Display')","('Pianist', 'Text')"
"('Floor', 'Architecture')","('Pianist', 'Animal')"
"('Floor', 'Musician')","('Pianist', 'Tree')"
"('Floor', 'Glass')","('Pianist', 'Plywood')"
"('Floor', 'Blazer')","('Pianist', 'Blonde')"
"('Floor', 'City')","('Pianist', 'Shelf')"
"('Floor', 'Town')","('Pianist', 'Blossom')"
"('Floor', 'Plywood')","('Pianist', 'Flower')"
"('Floor', 'Light')","('Pianist', 'Club')"
"('Floor', 'Glasses')","('Pianist', 'Grass')"
"('Floor', 'Machine')","('Pianist', 'Military')"
"('Floor', 'Club')","('Pianist', 'Computer')"
"('Floor', 'Tuxedo')","('Pianist', 'Desk')"
"('Floor', 'Bed')","('Pianist', 'Cafeteria')"
"('Floor', 'Speech')","('Pianist', 'Window')"
"('Floor', 'Theater')","('Pianist', 'Pillow')"
"('Floor', 'Street')","('Pianist', 'Vegetation')"
"('Floor', 'Shop')","('Pianist', 'Path')"
"('Floor', 'Cafe')","('Pianist', 'Wheel')"
"('Floor', 'Prison')","('Pianist', 'Driving')"
"('Floor', 'Stage')","('Pianist', 'Clinic')"
"('Floor', 'Party')","('Pianist', 'Jewelry')"
"('Floor', 'Book')","('Pianist', 'Wine')"
"('Arm', 'Person')","('Pianist', 'Painting')"
"('Arm', 'Human')","('Pianist', 'Party')"
"('Arm', 'Face')","('Pianist', 'Closet')"
"('Arm', 'Female')","('Pianist', 'Banister')"
"('Arm', 'People')","('Pianist', 'Symbol')"
"('Arm', 'Hair')","('Pianist', 'School')"
"('Arm', 'Photography')","('Pianist', 'Helmet')"
"('Arm', 'Photo')","('Pianist', 'Book')"
"('Arm', 'Head')","('Book', 'Face')"
"('Arm', 'Woman')","('Book', 'Female')"
"('Arm', 'Portrait')","('Book', 'People')"
"('Arm', 'Transportation')","('Book', 'Crowd')"
"('Arm', 'Vehicle')","('Book', 'Photography')"
"('Arm', 'Electronics')","('Book', 'Photo')"
"('Arm', 'Girl')","('Book', 'Head')"
"('Arm', 'Court')","('Book', 'Accessory')"
"('Arm', 'Lamp')","('Book', 'Accessories')"
"('Arm', 'Chair')","('Book', 'Suit')"
"('Arm', 'Door')","('Book', 'Woman')"
"('Arm', 'Screen')","('Book', 'Building')"
"('Arm', 'Drink')","('Book', 'Portrait')"
"('Arm', 'Beverage')","('Book', 'Outdoors')"
"('Arm', 'Cushion')","('Book', 'Transportation')"
"('Arm', 'Shirt')","('Book', 'Vehicle')"
"('Arm', 'Housing')","('Book', 'Girl')"
"('Arm', 'Text')","('Book', 'Performer')"
"('Arm', 'Road')","('Book', 'Court')"
"('Arm', 'Blazer')","('Book', 'Chair')"
"('Arm', 'Skin')","('Book', 'Drink')"
"('Arm', 'Blonde')","('Book', 'Beverage')"
"('Arm', 'Sport')","('Book', 'Cushion')"
"('Arm', 'Sports')","('Book', 'Shirt')"
"('Arm', 'Water')","('Book', 'Musician')"
"('Arm', 'Jaw')","('Book', 'Housing')"
"('Arm', 'Bed')","('Book', 'Text')"
"('Arm', 'Flooring')","('Book', 'Alcohol')"
"('Arm', 'Computer')","('Book', 'Tree')"
"('Arm', 'Desk')","('Book', 'Blazer')"
"('Arm', 'Footwear')","('Book', 'Couch')"
"('Arm', 'Pillow')","('Book', 'City')"
"('Arm', 'Vegetation')","('Book', 'Town')"
"('Arm', 'Street')","('Book', 'Light')"
"('Arm', 'Driving')","('Book', 'Blossom')"
"('Arm', 'Floor')","('Book', 'Flower')"
"('Arm', 'Cafe')","('Book', 'Smile')"
"('Arm', 'Prison')","('Book', 'Vigil')"
"('Arm', 'Clinic')","('Book', 'Worker')"
"('Arm', 'Stage')","('Book', 'Computer')"
"('Arm', 'Pianist')","('Book', 'Theater')"
"('Dance', 'Room')","('Book', 'Sunglasses')"
"('Dance', 'Furniture')","('Book', 'Path')"
"('Dance', 'Building')","('Book', 'Shorts')"
"('Dance', 'Jacket')","('Book', 'Ear')"
"('Dance', 'Wood')","('Book', 'Party')"
"('Dance', 'Chair')","('Book', 'Pc')"
"('Dance', 'Sleeve')","('Book', 'Symbol')"
"('Dance', 'Art')",
"('Dance', 'Road')",
"('Dance', 'Light')",
"('Dance', 'Skin')",
"('Dance', 'Vigil')",
"('Dance', 'Worker')",
"('Dance', 'Military')",
"('Dance', 'Meal')",
"('Dance', 'Bed')",
"('Dance', 'Flooring')",
"('Dance', 'Cafeteria')",
"('Dance', 'Pillow')",
"('Dance', 'Shop')",
"('Dance', 'Floor')",
"('Dance', 'Painting')",
"('Dance', 'Banister')",
"('Pottery', 'Person')",
"('Pottery', 'Human')",
"('Pottery', 'Clothing')",
"('Pottery', 'Apparel')",
"('Pottery', 'Room')",
"('Pottery', 'Female')",
"('Pottery', 'Crowd')",
"('Pottery', 'Hair')",
"('Pottery', 'Accessory')",
"('Pottery', 'Accessories')",
"('Pottery', 'Suit')",
"('Pottery', 'Pub')",
"('Pottery', 'Woman')",
"('Pottery', 'Finger')",
"('Pottery', 'Transportation')",
"('Pottery', 'Vehicle')",
"('Pottery', 'Table')",
"('Pottery', 'Jacket')",
"('Pottery', 'Fashion')",
"('Pottery', 'Tie')",
"('Pottery', 'Girl')",
